Year,ID,LaborStatus,OccupationalPrestigeScore,MaritalStatus,NumChildren,Age,HighestSchoolCompleted,Sex,Race,ChildhoodFamilyIncome,TotalFamilyIncome,RespondentIncome,PoliticalParty,OpinionOfIncome,SexualOrientation
2014,1405,Working parttime,0,Married,2,42.000000,18,Female,White,Average,$25000 or more,$10000 - 14999,Strong democrat,Above average,Heterosexual or straight
2014,1406,Temp not working,0,Married,2,64.000000,20,Female,White,Far below average,$25000 or more,$25000 or more,"Ind,near rep",Above average,Heterosexual or straight
2014,1407,Retired,0,Divorced,0,65.000000,14,Female,White,Below average,$25000 or more,Not applicable,Not str democrat,Average,Heterosexual or straight
2014,1408,Retired,0,Separated,2,63.000000,12,Male,White,Average,Refused,Not applicable,Independent,Below average,Heterosexual or straight
2014,1409,Other,0,Divorced,1,46.000000,9,Female,White,Average,$8000 to 9999,Not applicable,Independent,Below average,Heterosexual or straight
2014,1410,Working fulltime,0,Never married,0,33.000000,16,Male,White,Average,$25000 or more,$25000 or more,Not str democrat,Average,Heterosexual or straight
2014,1411,Working fulltime,0,Never married,0,32.000000,16,Male,White,Above average,$25000 or more,$25000 or more,"Ind,near dem",Below average,Heterosexual or straight
2014,1412,Working fulltime,0,Divorced,1,60.000000,14,Female,White,Average,$25000 or more,$25000 or more,Not str democrat,Average,Heterosexual or straight
2014,1413,Working parttime,0,Married,3,55.000000,12,Female,White,Below average,$10000 - 14999,Not applicable,"Ind,near rep",Far below average,Heterosexual or straight
2014,1414,Keeping house,0,Married,2,33.000000,16,Male,White,Above average,$25000 or more,Not applicable,"Ind,near dem",Below average,Heterosexual or straight
2014,1415,Working fulltime,0,Divorced,3,46.000000,9,Male,White,Average,$10000 - 14999,$4000 to 4999,Not str republican,Below average,Heterosexual or straight
2014,1416,Working parttime,0,Never married,0,25.000000,10,Male,Other,Below average,$10000 - 14999,$10000 - 14999,Independent,Below average,Heterosexual or straight
2014,1417,Other,0,Never married,2,37.000000,15,Male,White,Average,$25000 or more,$25000 or more,No answer,Average,Bisexual
2014,1418,Working fulltime,0,Married,0,36.000000,15,Male,White,Average,$25000 or more,$25000 or more,Strong democrat,Below average,Heterosexual or straight
2014,1419,Working fulltime,0,Married,1,39.000000,16,Male,White,Above average,$25000 or more,$25000 or more,Strong democrat,Above average,Heterosexual or straight
2014,1420,School,0,Never married,0,27.000000,18,Male,Other,Below average,$25000 or more,Not applicable,Not str democrat,Below average,Heterosexual or straight
2014,1421,Working parttime,0,Never married,2,29.000000,14,Female,Black,Below average,$1000 to 2999,Not applicable,Independent,Below average,Heterosexual or straight
2014,1422,Working parttime,0,Never married,0,25.000000,16,Female,White,Average,$25000 or more,$15000 - 19999,Strong democrat,Above average,Bisexual
2014,1423,Working parttime,0,Married,0,28.000000,12,Female,White,Average,$1000 to 2999,$1000 to 2999,Independent,Below average,Bisexual
2014,1424,Retired,0,Widowed,3,78.000000,18,Male,White,Average,Refused,Not applicable,Independent,Average,Heterosexual or straight
2014,1425,Keeping house,0,Married,2,39.000000,12,Female,White,Average,$25000 or more,Not applicable,Not str republican,Above average,Heterosexual or straight
2014,1426,Working fulltime,0,Never married,0,33.000000,16,Female,White,Average,$25000 or more,$25000 or more,Strong republican,Average,Heterosexual or straight
2014,1427,Retired,0,Widowed,2,67.000000,15,Female,White,Above average,$25000 or more,Not applicable,Not str democrat,Above average,Heterosexual or straight
2014,1428,Retired,0,Widowed,1,71.000000,15,Female,Other,Above average,$25000 or more,$25000 or more,Strong democrat,Average,Heterosexual or straight
2014,1429,Working fulltime,0,Divorced,1,58.000000,19,Female,White,Above average,$25000 or more,$25000 or more,Strong democrat,Average,Heterosexual or straight
2014,1430,Working fulltime,0,Married,0,34.000000,16,Female,Other,Average,$25000 or more,$20000 - 24999,Strong democrat,Average,Heterosexual or straight
2014,1431,Working fulltime,0,Married,0,59.000000,19,Male,White,Average,$25000 or more,$25000 or more,Not str democrat,Above average,Heterosexual or straight
2014,1432,Retired,0,Never married,0,70.000000,20,Female,White,Below average,$25000 or more,Not applicable,Not str democrat,Average,Bisexual
2014,1433,Retired,0,Divorced,1,67.000000,12,Female,Other,Average,$10000 - 14999,Not applicable,"Ind,near dem",Average,Heterosexual or straight
2014,1434,Other,0,Married,0,50.000000,12,Male,White,Below average,$15000 - 19999,Not applicable,Strong republican,Far below average,Heterosexual or straight
2014,1435,Retired,0,Divorced,1,67.000000,16,Female,White,Below average,$25000 or more,Not applicable,Strong democrat,Average,Heterosexual or straight
2014,1436,Keeping house,0,Divorced,2,35.000000,12,Female,White,Below average,$25000 or more,Not applicable,Independent,Average,Heterosexual or straight
2014,1437,Working fulltime,0,Never married,4,37.000000,10,Female,White,Average,$25000 or more,$25000 or more,Independent,Average,Heterosexual or straight
2014,1438,Retired,0,Widowed,6,67.000000,13,Female,Other,Far below average,Refused,Not applicable,"Ind,near dem",Far below average,Not applicable
2014,1439,Retired,0,Widowed,2,73.000000,12,Female,Other,Below average,$15000 - 19999,Not applicable,Not str democrat,Below average,Heterosexual or straight
2014,1440,Working fulltime,0,Married,1,27.000000,12,Male,White,Below average,$25000 or more,$25000 or more,Not str republican,Below average,Heterosexual or straight
2014,1441,Retired,0,Never married,1,78.000000,8,Male,White,Below average,$10000 - 14999,Not applicable,Strong democrat,Below average,Not applicable
2014,1442,Working parttime,0,Never married,0,20.000000,12,Male,Black,Below average,Don't know,$1000 to 2999,"Ind,near dem",Below average,Heterosexual or straight
2014,1443,Working fulltime,0,Never married,2,34.000000,13,Female,White,Above average,$25000 or more,$20000 - 24999,Not str democrat,Average,Heterosexual or straight
2014,1444,Retired,0,Widowed,4,80.000000,11,Female,White,Average,$15000 - 19999,Not applicable,Not str democrat,Below average,Heterosexual or straight
2014,1445,Retired,0,Married,3,56.000000,11,Female,White,Above average,$3000 to 3999,Not applicable,Not str democrat,Far below average,Heterosexual or straight
2014,1446,Other,0,Married,2,67.000000,11,Male,White,Average,$20000 - 24999,Not applicable,Independent,Below average,Heterosexual or straight
2014,1447,Working fulltime,0,Never married,0,22.000000,10,Female,White,Below average,$25000 or more,$20000 - 24999,Independent,Average,Not applicable
2014,1448,Working parttime,0,Never married,0,23.000000,13,Female,Black,Average,$8000 to 9999,$7000 to 7999,No answer,Below average,Heterosexual or straight
2014,1449,Temp not working,0,Never married,2,31.000000,9,Male,White,Average,$25000 or more,$25000 or more,Independent,Below average,Heterosexual or straight
2014,1450,Retired,0,Widowed,3,70.000000,12,Female,White,Average,$25000 or more,Not applicable,Not str democrat,Average,Heterosexual or straight
2014,1451,Keeping house,0,Divorced,0,55.000000,16,Female,White,Above average,Refused,Not applicable,Not str democrat,Above average,Heterosexual or straight
2014,1452,Working parttime,0,Never married,0,32.000000,19,Male,White,Above average,$25000 or more,$25000 or more,Other party,Below average,Heterosexual or straight
2014,1453,Working fulltime,0,Separated,1,56.000000,18,Female,White,Far above average,$25000 or more,$25000 or more,Independent,Average,Heterosexual or straight
2014,1454,Working fulltime,0,Married,2,34.000000,16,Male,White,Above average,Refused,Refused,Strong republican,Above average,Heterosexual or straight
2014,1455,Working fulltime,0,Married,3,45.000000,17,Male,White,Above average,Refused,Refused,Not str democrat,Above average,Heterosexual or straight
2014,1456,Working parttime,0,Married,2,60.000000,12,Male,White,Average,Don't know,Refused,Independent,Below average,Heterosexual or straight
2014,1457,Working fulltime,0,Married,2,39.000000,12,Male,White,Average,$25000 or more,$25000 or more,Not str democrat,Above average,Heterosexual or straight
2014,1458,Retired,0,Married,3,80.000000,14,Male,White,Below average,$25000 or more,Not applicable,Not str republican,Below average,Heterosexual or straight
2014,1459,Working parttime,0,Never married,0,28.000000,14,Male,White,Average,$25000 or more,$25000 or more,"Ind,near dem",Average,Heterosexual or straight
2014,1460,Temp not working,0,Married,1,41.000000,20,Female,White,Below average,$25000 or more,$25000 or more,Independent,Above average,Bisexual
2014,1461,Working fulltime,0,Never married,3,30.000000,10,Male,White,Average,$10000 - 14999,$10000 - 14999,Independent,Below average,Heterosexual or straight
2014,1462,Retired,0,Widowed,3,79.000000,8,Female,White,Far below average,Refused,Not applicable,Not str democrat,Average,Not applicable
2014,1463,Working parttime,0,Married,2,43.000000,14,Female,White,Far below average,$25000 or more,$25000 or more,Not str democrat,Average,Heterosexual or straight
2014,1464,Working fulltime,0,Divorced,1,46.000000,9,Male,Other,Average,$15000 - 19999,$15000 - 19999,Independent,Average,No answer
2014,1465,Working fulltime,0,Widowed,2,51.000000,12,Female,Black,Average,$20000 - 24999,$20000 - 24999,Strong democrat,Below average,Heterosexual or straight
2014,1466,Retired,0,Divorced,4,59.000000,8,Female,Other,Below average,$8000 to 9999,Not applicable,"Ind,near rep",Below average,Heterosexual or straight
2014,1467,"Unempl, laid off",0,Never married,0,39.000000,12,Male,White,Average,$8000 to 9999,Not applicable,Other party,Far below average,"Gay, lesbian, or homosexual"
2014,1468,Other,0,Never married,0,51.000000,16,Female,White,Average,$10000 - 14999,Not applicable,Strong democrat,Far above average,Bisexual
2014,1469,Retired,0,Married,2,66.000000,12,Female,White,Average,$25000 or more,$10000 - 14999,Not str republican,Above average,Heterosexual or straight
2014,1470,Other,0,Married,1,32.000000,16,Male,Other,Above average,$25000 or more,$25000 or more,"Ind,near rep",Above average,Heterosexual or straight
2014,1471,Working fulltime,0,Married,0,55.000000,12,Male,White,Average,$25000 or more,$25000 or more,Not str republican,Average,Heterosexual or straight
2014,1472,Working fulltime,0,Married,3,62.000000,16,Male,White,Above average,$25000 or more,$25000 or more,Not str democrat,Average,Heterosexual or straight
2014,1473,School,0,Never married,1,19.000000,11,Male,White,Average,$25000 or more,Not applicable,Not str republican,Average,Heterosexual or straight
2014,1474,Retired,0,Married,3,75.000000,10,Male,White,Below average,$15000 - 19999,Not applicable,Not str democrat,Average,Not applicable
2014,1475,Working parttime,0,Never married,0,19.000000,12,Female,White,Average,$20000 - 24999,Not applicable,Not str democrat,Average,Heterosexual or straight
2014,1476,Working fulltime,0,Married,2,50.000000,12,Female,White,Far below average,$25000 or more,$15000 - 19999,Not str republican,Average,Heterosexual or straight
2014,1477,Working parttime,0,Married,3,37.000000,16,Female,White,Above average,$25000 or more,Don't know,Strong republican,Above average,Heterosexual or straight
2014,1478,Working fulltime,0,Divorced,6,43.000000,14,Male,White,Above average,$25000 or more,$25000 or more,Not str republican,Average,Heterosexual or straight
2014,1479,Working fulltime,0,Never married,0,26.000000,16,Male,White,Below average,$25000 or more,$10000 - 14999,Other party,Below average,Heterosexual or straight
2014,1480,Working parttime,0,Never married,0,19.000000,12,Female,White,Average,$20000 - 24999,$4000 to 4999,"Ind,near rep",Below average,Heterosexual or straight
2014,1481,Other,0,Never married,0,43.000000,12,Female,White,Far below average,$8000 to 9999,Not applicable,Other party,Far above average,Heterosexual or straight
2014,1482,Retired,0,Divorced,2,74.000000,14,Female,White,Average,$25000 or more,Not applicable,Independent,Above average,Heterosexual or straight
2014,1483,Working fulltime,0,Married,3,60.000000,12,Male,White,Below average,$25000 or more,$25000 or more,Not str democrat,Average,Heterosexual or straight
2014,1484,Working fulltime,0,Married,2,49.000000,16,Male,White,Average,$25000 or more,$25000 or more,"Ind,near rep",Above average,Heterosexual or straight
2014,1485,Other,0,Married,3,41.000000,15,Female,White,Average,$25000 or more,Not applicable,Strong democrat,Average,Heterosexual or straight
2014,1486,Working fulltime,0,Divorced,1,39.000000,12,Male,White,Average,$25000 or more,$25000 or more,Independent,Average,Heterosexual or straight
2014,1487,Keeping house,0,Married,3,59.000000,12,Female,White,Average,$25000 or more,Not applicable,Not str republican,Far above average,Heterosexual or straight
2014,1488,Retired,0,Widowed,5,77.000000,12,Male,White,Average,$25000 or more,Not applicable,Not str republican,Below average,Heterosexual or straight
2014,1489,Working fulltime,0,Never married,4,33.000000,10,Female,Black,Average,$15000 - 19999,Not applicable,Strong democrat,Below average,Heterosexual or straight
2014,1490,"Unempl, laid off",0,Divorced,2,51.000000,12,Male,White,Average,$25000 or more,$4000 to 4999,Strong democrat,Above average,Heterosexual or straight
2014,1491,Retired,0,Married,4,73.000000,12,Male,White,Don't know,Don't know,Not applicable,"Ind,near rep",Average,Heterosexual or straight
2014,1492,Working fulltime,0,Never married,0,34.000000,14,Male,White,Above average,$25000 or more,Not applicable,Not str democrat,Below average,Heterosexual or straight
2014,1493,Working parttime,0,Divorced,2,37.000000,16,Female,White,Average,$8000 to 9999,$8000 to 9999,Independent,Far below average,Heterosexual or straight
2014,1494,Working fulltime,0,Married,2,59.000000,10,Male,White,Far below average,$20000 - 24999,$20000 - 24999,"Ind,near rep",Far below average,Heterosexual or straight
2014,1495,Working fulltime,0,Divorced,1,55.000000,13,Male,Black,Below average,$25000 or more,$25000 or more,Strong democrat,Average,Heterosexual or straight
2014,1496,Retired,0,Married,1,72.000000,14,Female,White,Average,$25000 or more,Not applicable,Other party,Average,Heterosexual or straight
2014,1497,Working fulltime,0,Never married,0,50.000000,18,Female,White,Average,$25000 or more,$25000 or more,Strong democrat,Average,"Gay, lesbian, or homosexual"
